instruction,input,output,category
Apa yang dimaksud dengan Katedral Nagasaki dan bagaimana keberadaannya dalam budaya Indonesia?,,"Pembangunan Katedral Urakami yang asli, berupa bangunan bata Neo-Romanesque, dimulai pada tahun 1895, setelah larangan lama terhadap agama Kristen dicabut. Mereka membeli tanah kepala desa tempat terjadinya interogasi yang memalukan selama dua abad. Interogasi tahunan ""fumi-e"" mengharuskan mereka yang hadir untuk menginjak ikon Perawan Maria atau Yesus. Mereka berpikir tempat itu tepat mengingat kenangan mereka akan penganiayaan yang telah lama terjadi. Pembangunan gedung ini dimulai oleh Pastor Francine dan selesai di bawah arahan Pastor Regani. Menara kembar bagian depan yang berdiri setinggi 64 meter dibangun pada tahun 1875. Ketika selesai pada tahun 1925 (Taishō 14), hingga kehancurannya pada tahun 1945, ini adalah bangunan Kristen terbesar di wilayah Asia Pasifik.",Sejarah_Nusantara
Bagaimana Đurađ Branković mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Pada masa kekuasaannya, ia harus mengembalikan kota Beograd kepada Hungaria, sehingga ia memindahkan ibu kota negaranya ke Smederevo. Pada tahun 1439, pasukan Kesultanan Utsmaniyah yang dikepalai oleh Sultan Murad II menyerang dan menghancurkan Serbia. Despot Đurađ melarikan diri ke Hungaria pada Mei 1439, dan setelah tiga bulan pengepungan Smederevo jatuh pada tanggal 18 Agustus 1439. Pada masa itu, satu-satunya wilayah Serbia yang masih tersisa adalah Zeta, yang kemudian juga direbut oleh Venesia. Di Hungaria, Đurađ Branković berhasil memperoleh bantuan dari Hungaria, sehingga koalisi Kristen yang dipimpin oleh Hunyadi János memasuki wilayah Serbia dan Bulgaria pada September 1443. Perdamaian Szeged kemudian membebaskan Serbia pada 15 Agustus 1444.",Sejarah_Nusantara
Apa yang dimaksud dengan Andrucha Waddington dan bagaimana keberadaannya dalam budaya Indonesia?,,"Paralamas em Close Up (1998) Gêmeas (1999) Eu Tu Eles (2000) Outros (Doces) Bárbaros (2000) Os Paralamas do Sucesso - Longo Caminho (2002) Gilberto Gil: Tempo Rei (2002) Viva São João! (2002) Casa de Areia (2005) 'Y Ikatu Xingu (2006) Maria Bethânia - Pedrinha de Aruanda (2007) Lope (2010) Os Penetras (2012) Rio, Eu Te Amo (segmen ""Dona Fulana"") (2014)",Budaya_Tradisi
Bagaimana Agama di Taiwan mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Agama di Taiwan dikarakterisasikan oleh keragaman kepercayaan dan praktek agama, terutama orang-orang yang masih menjalankan budaya dan agama Tionghoa. Kebebasan beragama tercantum dalam konstitusi Republik Tiongkok (Taiwan). Mayoritas orang taiwan mempraktekkan perpaduan Buddha dan Tao sering kali dengan Konghucu di seluruh dunia, yang secara kolektif disebut sebagai kepercayaan tradisional Tionghoa.",Budaya_Tradisi
Ceritakan secara singkat tentang Tanger-Tetouan-Al Hoceima dan signifikansinya bagi masyarakat setempat.,,"Tanger-Tetouan-Al Hoceima (Bahasa Arab: طنجة - تطوان - الحسيمة, romanisasi: ṭanja - tiṭwān - al-ḥusayma; Bahasa Berber: ⵟⴰⵏⵊⴰ ⵜⵉⵟⵡⴰⵏ ⵍⵃⵓⵙⵉⵎⴰ, romanisasi: ṭanja tiṭwan lḥusima) adalah region yang terletak paling utara dari dua belas wilayah Maroko.",Sejarah_Nusantara
Apa makna dan peran Perburuan penyihir dalam kehidupan masyarakat Indonesia?,,"Bacaan tambahan Andreassen, Reidun Laura and Liv Helene Willumsen (eds.), Steilneset Memorial. Art Architecture History. Stamsund: Orkana, 2014. Behringer, Wolfgang. Witches and Witch Hunts: A Global History. Malden Massachusetts: Polity Press, 2004. Briggs, Robin. 'Many reasons why': witchcraft and the problem of multiple explanation, in Witchcraft in Early Modern Europe. Studies in Culture and Belief, ed. Jonathan Barry, Marianne Hester, and Gareth Roberts, Cambridge University Press, 1996. Burns, William E. Witch hunts in Europe and America: an encyclopedia (2003) Cohn, Norman. Europe's Inner Demons: An Enquiry Inspired by the Great Witch-Hunt (1975), Revised Edition: Europe's Inner Demons: The Demonization of Christians in Medieval Christendom, Chicago: The University of Chicago Press, 1993. Durrant, Jonathan B. Witchcraft, Gender, and Society in Early Modern Germany, Leiden: Brill, 2007.",Sejarah_Nusantara
Apa makna dan peran Universitas Hang Tuah dalam kehidupan masyarakat Indonesia?,,"Untuk mewujudkan tekad tersebut, maka pada tanggal 4 Maret 1987 telah di kukuhkan berdirinya Yayasan Nala dengan akta pendidrian Nomor 5 di hadapan notaris R. Soedjono di Surabaya. Yayasan Nala ini didirikan dengan maksud dan tujuan sebagai peran serta TNI AL dalam pembangunan nasional, khususnya pembangunan di bidang pendidikan tinggi sesuai dengan sistem pendidikan nasional yang berdasarkan Pancasila dan Undang-Undang Dasar 1945. Pendidikan yang dimaksud berwawasan kelautan, sehingga dapat mendukung tersedianya sumber daya manusia yang ahli dan terampil dalam dunia kemaritiman dalam jumlah yang memadai.",Sejarah_Nusantara
Jelaskan apa itu I-Pedia dalam konteks budaya dan tradisi Indonesia.,,"Program ini membongkar segala informasi menarik tentang rahasia dunia yang belum diketahui asal-usulnya serta belum banyak diketahui banyak orang. Mulai dari mitos, sejarah, hingga hal-hal yang lekat dengan kegiatan sehari-hari masyarakat.",Sejarah_Nusantara
"Apa makna dan peran Tunggul Wulung, Pandaan, Pasuruan dalam kehidupan masyarakat Indonesia?",,"Desa Tunggul Wulung berada di lokasi yang strategis, cukup dekat dengan Pusat Kecamatan Pandaan. Dengan jalan utama Jalan Tunggulwulung yang membentang dari timur ke barat menuju tembusan pertigaan jalan Pandaan-Bangil. Sedangkan ke arah timur dapat menuju ke arah Suwayuwo, Sukorejo (sebagai jalan alternatif). Desa Tunggul Wulung dilalui oleh sungai yang cukup besar, melalui dusun Rejoso, Tenggulunan, dan Kedawung. Desa Tunggulwulung memiliki tempat wisata kuliner yang sangat terkenal, yaitu Warung Lesehan Pak H Soleh dan juga kolam renangnya, yaitu Kolam Renang LPS. Warung Lesehan Pak H Soleh juga memiliki banyak cabang di kota-kota lain.",Sejarah_Nusantara
"Apa makna dan peran Tanimulya, Ngamprah, Bandung Barat dalam kehidupan masyarakat Indonesia?",,"Pada tahun 1976 Kabupaten Bandung mengubah status Kecamatan Cimahi menjadi Kota Administratif Cimahi, sehubungan Desa Tanimulya pada saat itu dianggap kurang berpotensi dari desa yang lain yang ada di Kecamatan Cimahi maka Pemerintah Kotif Cimahi menyerahkan tanggung jawab pemerintah Desa Tanimulya kepada Kewedanaan Padalarang Kecamatan Padalarang karena diikhawatirkan akan membebani anggaran yang ada di Kotif Cimahi pada saat itu.",Sejarah_Nusantara
Ceritakan secara singkat tentang Kue jongkong dan signifikansinya bagi masyarakat setempat.,,"Kue Jongkong adalah kuliner Khas Melayu Kepulauan Riau. Kata Jongkong berasal dari sampan/perahu kecil yang digambarkan menjadi wadah yang dibuat dari bahan daun pandan besar berduri. Dibuat menyerupai Jongkong/sampan. Adonan kue terdiri dari tiga bahan sederhana yaitu terigu, santan dan gula pasir. Kue Jongkong dinamakan demikian berdasarkan keunikan wadah pembuat kue dan memiliki kearifan lokal budaya Melayu Kepulauan, dimana Wilayah perairan yang cukup besar sehingga transportasi banyak menggunakan perahu/jongkong/sampan. Bahan dasar kue juga mencerminkan kesederhanaan masyarakat Melayu, dimana bahan yang mudah didapat seperti terigu dan gula pasir serta santan yang berasal dari kelapa yang memang bányák terdapat dikepulauan. Jika wadahnya tidak menggunakan bahan daun pandan besar berduri yang dibuat menyerupai jongkong/sampan, bahan dasarnya bukan Hanya terigu, santan dan gula pasir maka kuliner tersebut bukanlah kue jongkong.",Budaya_Tradisi
Deskripsikan Kabupaten Wugong sebagai bagian dari kekayaan budaya Nusantara.,,"Kabupaten Wugong adalah sebuah kabupaten di bawah administrasi kota tingkat prefektur Xianyang, bagian tengah provinsi Shaanxi, Tiongkok. Tai juga menjadi salah satu tempat leluhur dari klan Ji dari dinasti Zhou.",Sejarah_Nusantara
Jelaskan apa itu Pemerintahan Sementara Republik Tiongkok (1912) dalam konteks budaya dan tradisi Indonesia.,,"Pemerintahan Sementara Republik Tiongkok (中华民国临时政府) adalah pemerintahan sementara yang didirikan selama Revolusi Xinhai oleh kaum revolusioner pada tahun 1912. Setelah keberhasilan Pemberontakan Wuchang, perwakilan DPRD provinsi revolusioner mengadakan konferensi di Wuchang, Tiongkok, yang dibingkai garis organisasi Pemerintahan Sementara ini.",Sejarah_Nusantara
Apa yang dimaksud dengan Busana Pengantin Banjar dan bagaimana keberadaannya dalam budaya Indonesia?,,"Busana Pengantin Banjar adalah jenis busana pengantin suku Banjar yang terdiri 4 macam yaitu: Bagajah Gamuling Baular Lulut, yaitu suatu jenis busana pengantin klasik yang berkembang sejak zaman kerajaan Hindu yang ada di Kalimantan Selatan. Pengantin wanita hanya memakai kemben yang disebut udat. Baamar Galung Pancar Matahari, yaitu suatu jenis busana pengantin yang berkembang sejak zaman munculnya pengaruh agama Islam dan kerajaan Islam yang ada di Kalimantan Selatan. Amar artinya mahkota kecil yang dipakai pengantin wanita, di Sumatra disebut sunting. Babaju Kun (Hwa Kun) Galung Pacinan, yaitu suatu jenis busana pengantin yang mencerminkan masuknya pengaruh pedagang Gujarat dan China di Kalimantan Selatan. Model ini mirip dengan busana pengantin Betawi dan pengantin Semarang. Babaju Kubaya Panjang, yaitu suatu jenis busana pengantin yang menggunakan kebaya panjang.",Sejarah_Nusantara
"Apa makna dan peran Thubten Choekyi Nyima, Panchen Lama ke-9 dalam kehidupan masyarakat Indonesia?",,"Makam Panchen Lama ke-5 hingga ke-9 dihancurkan selama Revolusi Kebudayaan, tetapi telah dibangun kembali oleh Panchen Lama ke-10 menjadi sebuah makam besar di Biara Tashi Lhunpo, Shigatse dan dinamakan Tashi Langyar.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Dōjō-ji dan bagaimana keberadaannya dalam budaya Indonesia?,,"adalah sebuah kuil Buddha aliran Tendai di Hidakagawa, Prefektur Wakayama, Jepang. Didirikan pada 701, kuil tersebut memberikan nama kepada sejumlah permainan panggung, patung Senjū Kannon, Nikkō Bosatsu, dan Gakkō Bosatsu merupakan Harta Karun Nasional, dan terdapat sejumlah Properti Kebudayaan Berpengaruh.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Rebana dalam tradisi masyarakat Indonesia.,,"Rebana adalah gendang berbentuk bundar dan pipih yang merupakan khas suku Melayu. Bingkai berbentuk lingkaran terbuat dari kayu yang dibubut, dengan salah satu sisi untuk ditepuk berlapis kulit kambing. Kesenian di Malaysia, Brunei, Indonesia dan Singapura sering memakai rebana bersama gambus digunakan untuk mengiringi tarian zapin. Rebana juga digunakan untuk melantunkan kasidah dan hadroh. Di bumiayu, rebana juga dijadikan sebagai lambang kota tersebut.",Budaya_Tradisi
"Apa makna dan peran Pilang, Masaran, Sragen dalam kehidupan masyarakat Indonesia?",,"Dukuh-dukuh yang ada di Desa Pilang, adalah: Jati, Rukun Tangga 1, 2, 3, 4, 5, 6A, 6B, 7 Pilang Lor, Rukun Tangga 8, 9, 10, 11, 12 Pilang, Rukun Tangga 13, 14, 15, 16, 17, 18, 19, 20, 21 Wirorejan, Rukun Tangga 22, 23 Jantran, Rukun Tangga 24, 25, 26, 27, 28, 29, 30 Bejingan, Rukun Tangga 31, 32 Klembon, Rukun Tangga 33, 34, 35, 36",Budaya_Tradisi
Jelaskan asal-usul dan fungsi Jambhala dalam tradisi masyarakat Indonesia.,,"Yang Mulia Gyalten Sogdzin Rinpoche berkata bahwa Jambhala adalah pelindung dari semua Silsilah dan semua makhluk dari segala penyakit dan kesulitan. Jambhala adalah sesosok Bodhisatwa kekayaan material dan spiritual serta banyak hal lainnya, terutama dalam hal memberkahi stabilitas finansial. ”Karena di dunia ini, terdapat segala jenis emosi penuh kemarahan dan negatif atau roh-roh jahat, dan terkadang mereka akan mencederaimu dan semua makhluk lainnya, Dzambhala harus menggunakan wujud angkara murka serta kuat untuk melindungi kita dari roh-roh jahat serta karma negatif ini. Terutama, Dzambhala membantu kita meminimalkan atau mengurangi segala kesialan dan hambatan serta menolong kita meningkatkan segala keberuntungan dan kebahagiaan.”",Budaya_Tradisi
Apa makna dan peran Invasi Korsika (1553) dalam kehidupan masyarakat Indonesia?,,"Invasi Korsika 1553 adalah invasi yang dilancarkan oleh Prancis, Kesultanan Utsmaniyah, dan tentara Korsika dalam pembuangan untuk merebut pulau Korsika dari Republik Genova. Pulau ini sejak tahun 1453 dikuasai oleh Bank Santo George milik Genova. Serangan ke Korsika dilakukan demi keuntungan Prancis.",Sejarah_Nusantara
Deskripsikan Latinus sebagai bagian dari kekayaan budaya Nusantara.,,"Romawi Dalam mitologi Romawi (terutama wiracarita Vergilius berjudul Aeneis), Latinus, atau Lavinius, adalah raja suku Latin. Dia kadang-kadang dijelaskan sebagai putra dari Faunus dan Marica, ayah dari Lavinia, dan suami dari Amata. Dia menjadi tuan rumah pasukan Aineias dari Troya yang diasingkan dan menawarkan mereka kesempatan untuk mengatur kembali kehidupan mereka di Latium. Amata berharap putrinya, Lavinia dijodohkan dengan Turnus, raja dari Rutuli, tetapi Latinus dan para dewa bersikeras bahwa dia memberikannya sebagai gantinya kepada Aineias. Akibatnya, Turnus menyatakan perang terhadap Aineias dan terbunuh dua minggu dalam pertempuran. Ascanius, putra dari Aineias, kemudian mendirikan Alba Longa dan menjadi raja pertama.",Budaya_Tradisi
Jelaskan asal-usul dan fungsi Penginjilan dalam tradisi masyarakat Indonesia.,,"Namun menilik pada perjalanan misi Isa Almasih atau Yesus Kristus ketika di bumi ini yang berdasarkan informasi dari kitab injil maupun sejarahnya, penginjilan sebenarnya lebih menekankan pada praktik kehidupan berbelas kasih itu sendiri, lebih dari sekadar penyampaian informasi. Penginjilan menekankan pada kehidupan alamiah yang melibatkan tiap manusia untuk memiliki hati yang tergerak akan belas kasih pada sesama manusia, siapapun, kapanpun, dimanapun dan bagaimanapun. Penginjilan tidak seharusnya berhubungan dengan tujuan pemindahan agama orang lain menjadi agama yang sama dengan sang penginjil.",Budaya_Tradisi
"Deskripsikan Wolo, Penawangan, Grobogan sebagai bagian dari kekayaan budaya Nusantara.",,"Sejarah Pada zaman dahulu, terdapat sebuah rawa (bahasa Jawa: rowo) yang ditengahnya terdapat dataran yang terbentuk dari delta sebuah aliran anak sungai Jajar. Lama kelamaan karena proses alam, dataran tersebut semakin bertambah tinggi dan bertambah luas, kemudian mengering (bahasa Jawa: nelo, dari kata dasar ‘telo’). Semakin lama, rawa yang kering tersebut ditumbuhi pepohonan semakin lebat hingga menjadi hutan belantara. Datanglah seorang janda, anak dari Ki Ageng Wonopolo, beserta ketiga anaknya. Janda tersebut konon diusir oleh suaminya karena sangat cerewet dan sering bertengkar. Janda beserta ketiga anaknya tersebut membabat lahan di sekitar ‘rowo’ yang ‘nelo’ itu untuk dijadikan tempat bermukim. Akhirnya tempat tersebut dikenal orang dengan nama Wolo, yang berarti ‘rowo’ atau rawa yang ‘nelo’ atau kering. Sedangkan versi lain mengatakan, nama Wolo diambil dari akronim/singkatan nama Ki Ageng Wonopolo. Ki Ageng Wonopolo sendiri adalah pengageng (pembesar) Kesultanan Demak yang ditugasi untuk syiar agama Islam di wilayah barat Kali Serang. Konon dia juga leluhur yang mendirikan desa Pulutan (tetangga desa Wolo, masih dalam wilayah kecamatan Penawangan).",Sejarah_Nusantara
Bagaimana Amway mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Sejarah Amway didirikan pada tahun 1959 oleh Rich DeVos dan Jay Van Andel di Ada, Michigan, Amerika Serikat. Rich DeVos dan Jay Van Andel sudah bekerjasama merintis usaha sejak mereka masih remaja. Kendati berbagai usaha yang mereka lakukan sebelumnya telah meraih sukses, tetapi pengalaman yang paling berarti bagi mereka adalah saat memasarkan makanan tambahan Nutrilite dengan model pemasaran dari orang ke orang. Rich dan Jay mendirikan Amway pada tahun 1959 dengan memadukan pendekatan penjualan langsung dengan produk pertama berupa pembersih cair organik serbaguna dan menawarkan peluang untuk menjadi distributor mandiri kepada rekan-rekan di lingkungan tempat tinggal mereka.",Sejarah_Nusantara
Deskripsikan New York World sebagai bagian dari kekayaan budaya Nusantara.,,"Dibeli oleh Joseph Pulitzer pada tahun 1883. Pada tahun 1890 Pulitzer membangun New York World Building, bangunan kantor tertinggi di dunia untuk masa itu. Namun bangunan ini diruntuhkan pada tahun 1955 untuk membuat jalan ke Jembatan Brooklyn. Janet E. Steele berpendapat bahwa Pulitzer memberi gaya baru pada usianya ketika dia membawa merek jurnalismenya dari St. Louis ke New York pada tahun 1883.",Sejarah_Nusantara
Ceritakan secara singkat tentang Jaume II dari Mallorca dan signifikansinya bagi masyarakat setempat.,,"Dengan reversi berikut ini, James berupaya untuk meningkatkan kelangsungan hidup kerajaan atas domestik ke depan. Ia mengabdikan dirinya menjalankan kerajaannya dengan mereformasi urbanisme, membangun kebijakan pertanian, menekankan pertahanan, dan mereformasi ekonomi. Ia menanamkan sebuah kebijakan luas kolonisasi pertanian dengan menciptakan pusat-pusat pedesaan; menaikkan sewa-sewa kerajaan; memetingkan pembuatan konsulat di Afrika Utara dan Kerajaan Granada; yang membuat sebuah sistem keuangan baru untuk kerajaan; membayukan pembuatan industri tekstil; meningkatkan kekuasaan mahkota atas bangsawan dan Gereja; dan memerintahkan pembangunan beberapa istana dan kastil, termasuk istana di Perpignan, Istana Almudaina, Katedral Santa María di Palma de Mallorca, yang sekarang dikenal sebagai La Seu, dan akhirnya, Kastel Bellver. Pembukaan pelaksanaan kriminal melawan Ordo Bait Allah dan tekanan mereka akan memperbolehkan penyitaan gelar-gelar para Ksatria di atas pulau-pulau tersebut.",Sejarah_Nusantara
